job_id,timestamp,register,num_bits,total_shots,unique_states,coherence,entanglement,interference,bit_balances,entropy,timestamp_dt,time_minutes,job_id_clean,phase
job-d30bhto5l4ds73f0gg1g,20250909_233207,c_middle,5,8192,32,0.039794921875,0.9970582562169908,0.98388671875,"[0.88671875, 0.961669921875, 0.985107421875, 0.989501953125, 0.970703125]",4.985291281084954,2025-09-09 23:32:07,42.0,d30bhto5l4ds73f0gg1g,Control
job-d30bhto5l4ds73f0gg1g,20250909_233207,c_inner,5,8192,32,0.0391845703125,0.9979627105576772,0.9849853515625,"[0.928466796875, 0.9345703125, 0.956298828125, 0.987548828125, 0.980712890625]",4.9898135527883865,2025-09-09 23:32:07,42.0,d30bhto5l4ds73f0gg1g,Control
job-d30bjag5l4ds73f0gi40,20250909_233506,c_middle,5,8192,32,0.0421142578125,0.9974449372366412,0.9827880859375,"[0.8994140625, 0.956298828125, 0.984375, 0.964599609375, 0.986572265625]",4.987224686183206,2025-09-09 23:35:06,44.983333333333334,d30bjag5l4ds73f0gi40,Progressive Relaxation
job-d30bjag5l4ds73f0gi40,20250909_233506,c_outer,5,8192,32,0.0516357421875,0.988576775329232,0.9642333984375,"[0.9873046875, 0.963134765625, 0.834228515625, 0.836181640625, 0.859375]",4.94288387664616,2025-09-09 23:35:06,44.983333333333334,d30bjag5l4ds73f0gi40,Progressive Relaxation
job-d30bjag5l4ds73f0gi40,20250909_233506,c_central,1,8192,2,0.525146484375,0.9981746661076496,0.94970703125,[0.94970703125],0.9981746661076496,2025-09-09 23:35:06,44.983333333333334,d30bjag5l4ds73f0gi40,Progressive Relaxation
job-d30bjag5l4ds73f0gi40,20250909_233506,c_inner,5,8192,32,0.0384521484375,0.9973633361033044,0.9853515625,"[0.887939453125, 0.9521484375, 0.9892578125, 0.984619140625, 0.998291015625]",4.9868166805165215,2025-09-09 23:35:06,44.983333333333334,d30bjag5l4ds73f0gi40,Progressive Relaxation
job-d30bko05l4ds73f0gjug,20250909_233808,c_central,1,8192,2,0.50732421875,0.9998452100782274,0.9853515625,[0.9853515625],0.9998452100782274,2025-09-09 23:38:08,48.016666666666666,d30bko05l4ds73f0gjug,Progressive Relaxation
job-d30bko05l4ds73f0gjug,20250909_233808,c_inner,5,8192,32,0.039306640625,0.9972722075452058,0.98486328125,"[0.902099609375, 0.970947265625, 0.9462890625, 0.950927734375, 0.9921875]",4.986361037726029,2025-09-09 23:38:08,48.016666666666666,d30bko05l4ds73f0gjug,Progressive Relaxation
job-d30bko05l4ds73f0gjug,20250909_233808,c_middle,5,8192,32,0.0401611328125,0.9979040211392698,0.984130859375,"[0.955322265625, 0.915283203125, 0.995361328125, 0.95556640625, 0.989501953125]",4.989520105696349,2025-09-09 23:38:08,48.016666666666666,d30bko05l4ds73f0gjug,Progressive Relaxation
job-d30bko05l4ds73f0gjug,20250909_233808,c_outer,5,8192,32,0.048583984375,0.9923386631182272,0.971435546875,"[0.976806640625, 0.96240234375, 0.87451171875, 0.868896484375, 0.885498046875]",4.961693315591136,2025-09-09 23:38:08,48.016666666666666,d30bko05l4ds73f0gjug,Progressive Relaxation
job-d30bm4lotchc73ba8pu0,20250909_234106,c_central,1,8192,2,0.5166015625,0.9992046060381146,0.966796875,[0.966796875],0.9992046060381146,2025-09-09 23:41:06,50.983333333333334,d30bm4lotchc73ba8pu0,Progressive Relaxation
job-d30bm4lotchc73ba8pu0,20250909_234106,c_inner,5,8192,32,0.0419921875,0.9940039632808162,0.97705078125,"[0.824462890625, 0.947998046875, 0.954833984375, 0.98681640625, 0.969970703125]",4.970019816404081,2025-09-09 23:41:06,50.983333333333334,d30bm4lotchc73ba8pu0,Progressive Relaxation
job-d30bm4lotchc73ba8pu0,20250909_234106,c_outer,5,8192,32,0.056396484375,0.9856892539782628,0.9571533203125,"[0.92333984375, 0.96044921875, 0.783447265625, 0.830810546875, 0.8857421875]",4.928446269891315,2025-09-09 23:41:06,50.983333333333334,d30bm4lotchc73ba8pu0,Progressive Relaxation
job-d30bm4lotchc73ba8pu0,20250909_234106,c_middle,5,8192,32,0.040283203125,0.9977218687885095,0.982421875,"[0.912841796875, 0.95361328125, 0.990966796875, 0.972900390625, 0.97119140625]",4.988609343942548,2025-09-09 23:41:06,50.983333333333334,d30bm4lotchc73ba8pu0,Progressive Relaxation
